content,discuss,id,share,support,time
迪丽热巴??#迪丽热巴 蓝色人鱼裙#身着蓝色曳地礼裙，美人鱼公主闪闪发光????♀??看看谁又可以了！！@Dear-迪丽热巴 ??,425,腾讯视频doki,127,2553,今天18:22
#cosmo时尚盛典##迪丽热巴 蓝色人鱼裙# 美人鱼公主@Dear-迪丽热巴 ??,84,明星气质,25,1077,今天18:20
#生图即精修系列#迪丽热巴生图比精修好看太多了 ??,183,不灭幽灵,88,1359,11月29日 12:15
投稿：小学生画的迪丽热巴 ??,517,小学生作业bot,304,2146,12月02日 16:37
组里对比了迪丽热巴和郑爽两位女顶流在巅峰时期的实绩，谁更火一点？ ??,394,瓜鹅子bot,108,176,12月01日 18:13
迪丽热巴@Dear-迪丽热巴 难道是看到我?? ??,186,Cheney293,23,468,11月29日 19:12
#暖到心坎里的事#“迪丽热巴本人以及粉丝…”这几个字真的太戳了！都是被迪丽热巴保护的人@Dear-迪丽热巴 ??,663,喜欢傲娇迪,115,2390,11月28日 18:45
#你心中的颜霸#迪丽热巴三分妩媚 五分清冷 还带着两分高傲当之无愧的绝世容颜@Dear-迪丽热巴 ??,624,喜欢傲娇迪,116,1622,11月29日 21:50
迪丽热巴 黄景瑜《爱情高级定制》路透，在拍约会的戏份，热巴剧中角色喝多了（预知后事如何请看下集） ??,119,剧透少女朱碧萝,209,457,今天11:19
不好啦，不好啦，#黄景瑜# 要背锅现在有人发通稿称，高以翔之所以去《追我吧》是因为黄景瑜的邀约，出场费15万酬劳“送命”。本来这事跟黄景瑜无关，央视都是节目组问题上次深扒好心提醒鲸鱼们，还不领情，就知道和#迪丽热巴# 粉开撕，有本事去撕2台啊？ ??,199,深扒王,31,1206,12月01日 20:22
迪丽热巴 | ?? ??,141,千椿渡,200,1437,12月01日 12:42
#综艺里的神级错位图# 哈哈哈哈哈哈不止综艺，迪丽热巴在其他地方也有错位图你们看??@Dear-迪丽热巴 #迪丽热巴代言娇韵诗# ??,57,a帥比姚,13,399,12月02日 14:54
36岁张韶涵真会穿，撞衫迪丽热巴毫无压力，完美逆生长娃娃脸。 ??,319,娱乐蜀黍,174,3174,12月02日 17:31
#迪丽热巴 蓝色人鱼裙#亮相红毯，凹凸有致，身材真的太好了 ??,879,Rabbit每日爆料,254,8739,今天18:59
#迪丽热巴 蓝色人鱼裙# 迪丽热巴高挑凹凸有致的身材，穿上亮片裙，真是有种美人鱼的既视感，今晚太心动了?? ??,215,FashionFad,206,1216,54分钟前
"#迪丽热巴swisse品牌代言人##迪丽热巴 蓝色人鱼裙#天上的云彩织就你今天的华裳里面藏了霞光十里，星辰满塘我若是那三千年前西周的王早已为你燃起烽火台上那狼烟十丈??换你倾城一笑，如月光坠泻入海洋今夜，和你一起享受时尚的盛典，传承爱的力量，定义美的秘密，期待你星光绽放@Dear-迪丽热巴   ??  展开全文c                
                    #迪丽热巴swisse品牌代言人##迪丽热巴 蓝色人鱼裙#天上的云彩织就你今天的华裳里面藏了霞光十里，星辰满塘我若是那三千年前西周的王早已为你燃起烽火台上那狼烟十丈??换你倾城一笑，如月光坠泻入海洋今夜，和你一起享受时尚的盛典，传承爱的力量，定义美的秘密，期待你星光绽放@Dear-迪丽热巴     收起全文d",134,Dear迪丽热巴打投组,60,696,45分钟前
#可以兜光的睫毛# 迪丽热巴啊想在姐姐的睫毛上跳舞 ??,53,影视剧学长,118,187,今天17:20
#世间罕见的美人骨#??  美人在骨不在皮，迪丽热巴的骨相绝美！白玉肩，无瑕背迪丽热巴 ??,372,头条时尚资讯,279,3779,11月30日 11:00
迪丽热巴控评小汇总????切号往下捞五条????注意外赞，不要断层????加油????官博O网页链接  目标1.5w+ 前十占三鹅O网页链接  目标1.2w+ 前十占三点赞自家完成任务带话题扩散@Dear-迪丽热巴 ??,1039,迪迪卫控评小管家,311,357,今天16:35
迪丽热巴 美丽盛典红毯，今天穿的蓝色人鱼裙，“偶尔会看粉丝的评论会翻拍~《三生三世枕上书》希望能很快和大家见面！”@Dear-迪丽热巴 L影视圈豆豆的微博视频 ??,26,影视圈豆豆,19,140,今天18:52
"我被浙江卫视震撼了………还有他们干不出的“安全疏忽”吗？  赵丽颖被爆当年录制《奔跑吧》时溺水！差点被淹死，溺水时的她在泳池中挥手但场中无人发现，网友说不会游泳的迪丽热巴坐弹射椅也遭遇过溺水，细思极恐  还有网友爆料：之前董子健 ??  展开全文c                
                    我被浙江卫视震撼了………还有他们干不出的“安全疏忽”吗？  赵丽颖被爆当年录制《奔跑吧》时溺水！差点被淹死，溺水时的她在泳池中挥手但场中无人发现，网友说不会游泳的迪丽热巴坐弹射椅也遭遇过溺水，细思极恐  还有网友爆料：之前董子健参加浙江卫视高能少年团录制时逼董子健跳飞机……董子健不愿意僵持不下后节目组让董子健出那期包飞机的钱，此外还让杨紫赤脚雪地吃雪糕，最后是王俊凯帮忙吃的 #赵丽颖张慧雯斗舞# #卢毅发文# 收起全文d",343,圈娱没有圈,180,2710,今天12:10
#迪丽热巴 蓝色人鱼裙# 海的女儿@Dear-迪丽热巴 ??,13,锣鼓敲不如大旗飘,7,260,40分钟前
迪丽热巴好适合穿这种曲线毕露的裙子，凹凸有致，这臀围大概多少呢 ??,246,叫我老伯,188,2042,12月01日 12:03
迪丽热巴  #cosmo时尚盛典#迪丽热巴 蓝色亮片长裙闪亮登场～热巴：偶尔会回复有趣的粉丝评论，会有新的影视播出，期待姐姐更多精彩啦 L枫火娱乐的微博视频 ??,116,枫火娱乐,111,271,今天18:54
迪丽热巴 今晚COSMO时尚美丽盛典造型图，一袭Jenny Packham蓝色礼裙出镜，闪耀的亮片珠光，曼妙的身材曲线，宛若蓝色美人鱼明艳动人~????♀????  #迪丽热巴蓝色美人鱼# ??,617,小象王国,197,5589,今天18:34
#迪丽热巴 蓝色人鱼裙# 迪丽热巴、古力娜扎今日红毯造型，人鱼公主和凡间精灵，你觉得谁更可？ 你觉得谁更可？ ??,127,娱八爷,110,2566,57分钟前
迪丽热巴 #cosmo时尚盛典#迪丽热巴 一身蓝色亮片长裙出席红毯，肤白貌美好像美人鱼公主！这样的热巴让人好心动热巴：偶尔会看粉丝的评论，最近有电影和电视剧，期待更多惊喜！新娱 L新娱的微博视频 ??,166,新娱,137,813,今天18:50
#2019年最后悔的事# 我猜很多人是后悔没有去迪丽热巴生日会看看我们的婚礼现场看看这个性感小野猫@Dear-迪丽热巴 #迪丽热巴代言娇韵诗#  L迪家二大爷的微博视频 ??????,123,a帥比姚,143,741,12月01日 21:00
杨幂和迪丽热巴裹着披肩现身某活动，看到两人的走姿，这才是老板和员工的区别，你觉得呢？ ??,34,娱乐圈老表,58,537,12月01日 16:00
迪丽热巴 放大，再放大，捏一把糯米团子 ??,73,千椿渡,75,519,12月01日 16:21
#v-style##迪丽热巴 蓝色人鱼裙# @Dear-迪丽热巴 身穿Jenny Packham 2020春夏系列亮相COSMO时尚盛典，一袭亮片曳地礼裙仿佛蓝色小美人鱼般闪耀，身材很优秀了 ??,60,Daley-V,16,268,33分钟前
迪丽热巴 | 今日身穿蓝色渐变吊带礼服亮相时尚Cosmo美丽盛典红毯#迪丽热巴 蓝色人鱼裙##Cosmo时尚盛典# ??,131,-FashionStyle-,17,761,今天18:21
#迪丽热巴 蓝色人鱼裙# 迪丽热巴身穿蓝色曳地礼裙出席活动，一袭蓝色曳地礼裙，像是刚刚出落地面的蓝色美人鱼，喜欢吗？ L小娱乐家的微博视频 ??,227,小娱乐家,669,703,18分钟前
"#迪丽热巴 蓝色人鱼裙# 也太仙了吧之前在创造营里也有过超美的【蓝色眼妆造型】[米奇比心]是个喜欢蓝色小仙女没错了emmmm…特地翻出了当年的模仿视频各位，当韩老板画起了蓝色眼妆究竟是 马冬梅 还是 欢天喜地七仙女??让我们视频里面见分晓～ ??  展开全文c                
                    #迪丽热巴 蓝色人鱼裙# 也太仙了吧之前在创造营里也有过超美的【蓝色眼妆造型】[米奇比心]是个喜欢蓝色小仙女没错了emmmm…特地翻出了当年的模仿视频各位，当韩老板画起了蓝色眼妆究竟是 马冬梅 还是 欢天喜地七仙女??让我们视频里面见分晓～#你以为的明星仿妆##模仿爱豆妆容的你# L韩老板来了的微博视频 收起全文d",499,韩老板来了,90,3870,23分钟前
#迪丽热巴 蓝色人鱼裙# 迪丽热巴一袭蓝色礼裙亮相#cosmo时尚盛典#红毯～迪丽热巴：前段时间穿的颜色比较深，觉得这条裙子比较好看，想穿亮一点@Dear-迪丽热巴 L教父娱乐的微博视频 ??,183,教父娱乐,210,1084,今天18:57
#cosmo时尚盛典# #迪丽热巴 蓝色人鱼裙#我不允许没人看过这个视频??迪丽热巴太美了！！L腾讯视频的微博视频 ??,508,喜欢傲娇迪,250,4389,今天18:58
#迪丽热巴 蓝色人鱼裙# 浓颜配艳丽的裙子，让颜值闪闪发光，很配她立体的五官！@Dear-迪丽热巴 ??,160,娱大掌柜,128,457,42分钟前
#cosmo时尚盛典#今晚就期待迪丽热巴 ??,893,不灭幽灵,434,11297,今天17:12
迪丽热巴你们还记得第一次在电视/手机/电脑上看到热巴是什么感觉吗？我当时是：哇！眼睛也太大了吧！哈哈哈哈哈哈 ??,233,辛能能RR,16,272,12月02日 11:37
"迪丽热巴怼脸动图,五官太精致了！！????♀??????♀?? ??",18,FashionWeek官微,6,364,11月30日 00:01
"时尚cosmo盛典，也有其他流量出席，所以要拿出全力控，不要让自己后悔另外简单说几点??0:因为要控多线博，所以要讲究时效性，上赞速度一定要快，争取再次突破1:除了新买的号不能点赞之外，其他的都可以，所以放心切号2:不建议回复楼中楼（如果回复内容也一定要优质）3:抢热评的粉丝记得护楼以免 ??  展开全文c                
                    时尚cosmo盛典，也有其他流量出席，所以要拿出全力控，不要让自己后悔另外简单说几点??0:因为要控多线博，所以要讲究时效性，上赞速度一定要快，争取再次突破1:除了新买的号不能点赞之外，其他的都可以，所以放心切号2:不建议回复楼中楼（如果回复内容也一定要优质）3:抢热评的粉丝记得护楼以免被水4:铁粉跑快点，放优质文案和美图，然后优先捞金v5:有些不是特别重要的博，先问问管家在去6:一些需要加权的评论不要吝啬转发7:不要断层，优先捞五个，关注在评论和点赞8:头像换成一样的@Dear-迪丽热巴 #迪丽热巴swisse品牌代言人##迪丽热巴代言娇韵诗# 收起全文d",645,喜欢傲娇迪,84,855,12月02日 18:11
迪丽热巴#迪丽热巴白凤九# 迪丽热巴vs 镜子里迪丽热巴 我不允许谁没有看过这样美丽的人@Dear-迪丽热巴 ??????,39,八鹅吃瓜蜀黍,11,305,11月30日 12:55
马上要和2019年say ByeBye噜~ヾ(￣▽￣)送上12月敲温暖的#迪丽热巴亮白笑#暖心迪陪你迈向更闪耀的#2020#年 ！#黑人牙膏亚太区代言人迪丽热巴# ????????,582,黑人牙膏官方微博,245,2241,12月01日 10:00
#n刷综艺提名大赛#  必须给大家推荐每一帧都美如画的慢游全世界呀！！！！迪丽热巴的绝美婚纱大片我还能再看603遍 L慢游全世界的酷燃视频 ??,175,清纯人间小美味,18,595,12月02日 17:55
#真实存在的漫画腿#迪丽热巴这个必须有迪丽热巴漫画腿是真实存在的@Dear-迪丽热巴 ??,541,喜欢傲娇迪,49,1997,11月30日 16:26
#影视剧中的高颜值女星# 迪丽热巴 dlrb提名迪丽热巴的神仙美貌除了颜值高，演技也在不断进步白凤九、凌凌七、高雯、烈如歌……嗷还有期待我们周放姐@Dear-迪丽热巴 #迪丽热巴代言娇韵诗# ??,85,a帥比姚,41,1037,11月29日 16:58
#娱乐圈的路人收割机##迪丽热巴swisse品牌代言人# 迪丽热巴名副其实的行走圈粉机@Dear-迪丽热巴 ??,564,喜欢傲娇迪,159,2675,11月29日 21:40
跟#任世豪# 谈恋爱女生的正面照来了！是同公司的小怡同学，长相酷似迪丽热巴，并不是01年的sona（图3）！两人还有高清接吻照，胆子真大啊，上升期谈恋爱。 ??,449,娱乐揭秘蜀黍,200,4016,12月01日 22:56
迪丽热巴 黄景瑜《爱情高级定制》路透，在拍约会的戏份，热巴剧中角色喝多了（预知后事如何请看下集） ??,119,剧透少女朱碧萝,209,457,今天11:19
#你心中的颜霸#迪丽热巴三分妩媚 五分清冷 还带着两分高傲当之无愧的绝世容颜@Dear-迪丽热巴 ??,624,喜欢傲娇迪,116,1622,11月29日 21:50
#暖到心坎里的事#“迪丽热巴本人以及粉丝…”这几个字真的太戳了！都是被迪丽热巴保护的人@Dear-迪丽热巴 ??,663,喜欢傲娇迪,115,2390,11月28日 18:45
#迪丽热巴 蓝色人鱼裙#我不允许还有人没看过这个视频L资深分叉的微博视频 ??????,8,shine-xe,23,170,17分钟前
分享@Dear-迪丽热巴 的@绿洲 动态:听到小龙虾请立正。 今天的我，要吃小龙虾?? O绿洲#迪丽热巴白凤九##迪丽热巴swisse品牌代言人#迪丽热巴 ??,264,Dear迪丽热巴后援会,346,3612,12月02日 17:23
今晚cosmo盛典，迪丽热巴蓝色吊带长裙 VS 古力娜扎羽毛亮片裙，这次你????以谁？ 这次你可以谁？ ??,233,影视评论人,313,904,今天18:45
#世间罕见的美人骨#  提名迪丽热巴、古力娜扎、赵丽颖三位姐姐的身材太可了，颜值也在线 ??,181,星酱娱乐,120,1455,11月30日 11:13
黄发带，侧颜好久之前修的跑男#迪丽热巴小公主# ??,35,辛能能RR,19,191,12月01日 22:49
#迪丽热巴代言娇韵诗##迪丽热巴swisse品牌代言人#这是我快乐的源泉，最近姐太过文艺让我一时无法适应，来吧欣赏一下另一种人格沙雕君@Dear-迪丽热巴 L猫不十的微博视频 ??,119,猫不十,40,445,11月30日 19:33
迪丽热巴猜猜巴姐明天会穿什么漂亮裙子 ??,170,a帥比姚,9,514,12月02日 09:20
2019COSMO时尚美丽盛典将于明日举办，出席的明星阵容一览：姚晨、林志玲、倪妮、杨颖、井柏然、刘诗诗、黄轩、韩庚、景甜、佟丽娅、周冬雨、迪丽热巴、周笔畅、蔡徐坤、古力娜扎、肖战、宋茜、林允儿、胡一天、林允、吴磊、宋祖儿、金希澈、金泫雅等。 ??,2436,电影票房BAR,2208,213384,12月02日 19:43
#新青年热闻##cosmo时尚盛典# 是刚刚从人鱼变成人类上岸参加王子派对的小公主吗????♀??姐姐的艳光闪到我了迪丽热巴 ??,178,橘子新青年,52,920,今天18:26
#rayli星闻# 【#迪丽热巴蓝色美人鱼#】迪丽热巴 身穿一袭蓝色礼裙亮相时尚活动红毯现场，好像深海中的美人鱼啊！太太太太漂亮了~期待热巴今晚更多精彩表现 ??,58,瑞丽网,8,434,今天18:26
迪丽热巴都点了吗??继续努力控哦??一口气十个??不要断层??????官博  O网页链接目标7000+完成打卡扩散@Dear-迪丽热巴 ??,495,迪迪卫控评小管家,110,219,今天12:08
#贝雷帽到底有多难戴# 迪丽热巴发起人@Dear-迪丽热巴 戴贝雷帽是如此的惊艳点赞排名 ??,482,YUSIYE樱桃,67,5828,12月01日 10:20
迪丽热巴、高伟光出演的《三生三世枕上书》  即将上线啦！你们激不激动？ ?? ????????,125,追剧全攻略,47,916,11月29日 10:31
#综艺里的神级错位图#迪丽热巴的腿去哪了？迪丽热巴的手去哪了？迪丽热巴的手穿皮鞋 ??,470,布加迪迪畏,150,11473,12月02日 12:23
迪丽热巴#迪丽热巴白凤九# 我听说??下了初雪????要跟喜欢的人告白这样会得到美好的祝福88今年是喜欢你的第四年也是我来北漂的第六年了我希望在这座城市可以越来越好努力离你越来越近@Dear-迪丽热巴 好想看小狐狸??在雪地里打滚儿玩雪堆雪人???????????? ??,207,小仙女的贩卖机,183,1095,11月30日 08:21
哎，迪丽热巴出道至今，没有过前任绯闻，没有父母出面发声，没有大众面前失态过，没有抽烟被拍到过，没有带着男友上过综艺，没有为了其他人怼过粉丝，没有对事业任性过，你凭什么踩迪丽热巴？？！！凭你不要脸吗？？？ ??,324,少女心今天不营业,508,4637,12月01日 15:35
来品品迪丽热巴的锁骨我可以！ ??,136,圈内少年,114,468,12月02日 19:52
#你最想让哪位爱豆穿秋裤#粉丝：你穿秋裤吗？没有吧迪丽热巴：马上撩起衣服让粉丝看不愧是你@Dear-迪丽热巴 L喜欢傲娇迪的微博视频 ??,169,喜欢傲娇迪,98,1476,12月01日 13:27
郑爽粉丝都觉得营销号这条微博是在黑郑爽，但是郑爽粉丝的澄清图又觉得巴粉说拉踩迪丽热巴吹逼的蒸煮脸必崩是在内涵郑爽。那是不是代表郑爽粉丝打脸承认了营销号的确是踩着别人吹郑爽？ ??,31,被汪咬过的狐狸,15,436,12月02日 01:18
